0,entity,Domain,Conditions,Humidity,day
9,2,Austin,Weather WarningsRain,94,1
9,5,Austin,Short term forecastRain,93,1
9,10,Austin,Weather WarningsCloudy,93,1
9,13,Austin,Short term forecastMostly Cloudy,81,1
9,25,Austin,Fog,86,1
9,31,Austin,Cloudy,86,1
9,35,Austin,Cloudy,80,1
9,38,Austin,Short term forecastCloudy,80,1
9,39,Austin,Short term forecastFog,87,1
9,43,Austin,Short term forecastFog,93,1
9,50,Austin,Short term forecastHaze,81,1
9,60,Austin,Overcast,85,1
9,91,Austin,Partly Cloudy,64,1
9,104,Austin,Clear,69,1
9,112,Austin,Clear,52,1
9,130,Austin,Cloudy,93,1
9,132,Austin,Cloudy,86,1
9,145,Austin,Cloudy,80,1
9,149,Austin,Short term forecastRain,93,1
9,154,Austin,Short term forecastFog,93,1
9,156,Austin,Short term forecastRain,100,1
9,167,Austin,Short term forecastRain,93,1
9,174,Austin,Fog;Mist,93,1
9,205,Austin,Short term forecastFog,93,1
9,209,Austin,Fog,93,1
9,251,Austin,Fog;Mist,86,1
9,254,Austin,Fog;Mist,86,1
9,257,Austin,Overcast with Haze,80,1
9,259,Austin,Short term forecastHaze,76,1
9,273,Austin,Rain,87,1
9,275,Austin,Short term forecastRain,93,1
9,280,Austin,Weather WarningsRain,100,1
9,302,Austin,Overcast,80,1
9,314,Austin,Light Rain Fog;Mist,93,1
9,315,Austin,Light Rain Fog;Mist,90,1
9,324,Baltimore,Mostly Cloudy,42,1
9,342,Baltimore,Clear,53,1
9,376,Baltimore,Fair,43,1
9,382,Baltimore,A Few Clouds,57,1
9,398,Baltimore,Overcast,40,1
9,407,Baltimore,Cloudy,36,1
9,408,Baltimore,Cloudy,36,1
9,428,Baltimore,Weather WarningsSnow,79,1
9,441,Baltimore,Weather WarningsSnow,79,1
9,462,Baltimore,Clear,33,1
9,467,Baltimore,Clear,37,1
9,483,Baltimore,Winter storm watchClear,59,1
9,496,Baltimore,Mostly Cloudy,65,1
9,498,Baltimore,Partly Cloudy,60,1
9,517,Baltimore,Partly Cloudy,54,1
9,528,Baltimore,Mostly Cloudy,86,1
9,535,Baltimore,Haze,86,1
9,552,Baltimore,Mostly Cloudy,61,1
9,565,Baltimore,Overcast,75,1
9,600,Baltimore,Fog,86,1
9,611,Baltimore,Light Snow,79,1
9,625,Baltimore,Fog;Mist,85,1
9,646,Boston,Clear,42,1
9,649,Boston,Sunny,38,1
9,655,Boston,Mostly Sunny,26,1
9,660,Boston,Partly Cloudy,32,1
9,669,Boston,Cloudy,40,1
9,671,Boston,Cloudy,44,1
9,673,Boston,Some Clouds,44,1
9,676,Boston,Clear,48,1
9,684,Boston,Partly Sunny,36,1
9,692,Boston,Mostly Clear,29,1
9,731,Boston,Clear,30,1
9,734,Boston,Clear,36,1
9,746,Boston,Partly Sunny,40,1
9,756,Boston,Cloudy,38,1
9,768,Boston,Cloudy,44,1
9,774,Boston,Partly Sunny,38,1
9,776,Boston,Partly Sunny,35,1
9,789,Boston,Cloudy,58,1
9,791,Boston,Cloudy,56,1
9,798,Boston,Clear,63,1
9,801,Boston,Clear,65,1
9,831,Boston,Partly Cloudy,60,1
9,837,Boston,Mostly Clear,31,1
9,843,Boston,Cloudy,44,1
9,848,Boston,Partly Cloudy,48,1
9,852,Boston,Partly Cloudy,54,1
9,859,Boston,Cloudy,41,1
9,908,Boston,Cloudy,66,1
9,961,Charlotte,Winter storm warningClear,49,1
9,965,Charlotte,Winter storm warningPartly Cloudy,41,1
9,997,Charlotte,Special weather statementFog,93,1
9,1000,Charlotte,Fog,100,1
9,1001,Charlotte,Mostly Cloudy,93,1
9,1011,Charlotte,Freezing Rain AdvisoryMostly Sunny,45,1
9,1074,Charlotte,Winter Weather AdvisoryCloudy,80,1
9,1080,Charlotte,Winter Weather AdvisoryCloudy,80,1
9,1083,Charlotte,Weather WarningsPartly Cloudy,74,1
9,1084,Charlotte,Weather WarningsMostly Sunny,79,1
9,1086,Charlotte,Winter Weather AdvisoryMostly Sunny,79,1
9,1107,Charlotte,Mostly Sunny,57,1
9,1113,Charlotte,Clear,70,1
9,1152,Charlotte,Winter storm watchMostly Cloudy,70,1
9,1154,Charlotte,Freezing Rain AdvisoryMostly Sunny,49,1
9,1166,Charlotte,Weather WarningsCloudy,69,1
9,1183,Charlotte,Short term forecastRain,93,1
9,1224,Charlotte,Special weather statementFog,93,1
9,1226,Charlotte,Special weather statementFog,93,1
9,1234,Charlotte,Special weather statementFog,100,1
9,1237,Charlotte,Weather WarningsFog,100,1
9,1239,Charlotte,Fog,100,1
9,1240,Charlotte,Fog,100,1
9,1286,Chicago,Mostly Cloudy,61,1
9,1288,Chicago,Mostly Cloudy,56,1
9,1294,Chicago,Mostly Cloudy,49,1
9,1298,Chicago,Mostly Cloudy,63,1
9,1304,Chicago,Mostly Sunny,58,1
9,1308,Chicago,Partly Cloudy,63,1
9,1313,Chicago,Cloudy,63,1
9,1317,Chicago,Cloudy,63,1
9,1318,Chicago,Cloudy,63,1
9,1331,Chicago,Haze,55,1
9,1333,Chicago,A Few Clouds,60,1
9,1335,Chicago,Fair,65,1
9,1341,Chicago,Partly Cloudy,65,1
9,1342,Chicago,Partly Cloudy,65,1
9,1343,Chicago,A Few Clouds,68,1
9,1350,Chicago,Overcast,62,1
9,1365,Chicago,Mostly Cloudy,67,1
9,1388,Chicago,Partly Cloudy,54,1
9,1393,Chicago,Mostly Cloudy,68,1
9,1403,Chicago,Cloudy,73,1
9,1406,Chicago,Mostly Cloudy,73,1
9,1411,Chicago,Mostly Cloudy,79,1
9,1416,Chicago,Mostly Sunny,79,1
9,1438,Chicago,Air Quality AlertHaze,74,1
9,1440,Chicago,Air Quality AlertHaze,74,1
9,1450,Chicago,Overcast,72,1
9,1462,Chicago,Overcast with Haze,78,1
9,1468,Chicago,Overcast with Haze,78,1
9,1472,Chicago,Mostly Sunny,61,1
9,1486,Chicago,Snow,93,1
9,1503,Chicago,Haze,74,1
9,1507,Chicago,Overcast with Haze,63,1
9,1546,Chicago,Haze,80,1
9,1557,Chicago,Haze,80,1
9,1570,Chicago,Light Snow Fog;Mist,85,1
9,1573,Chicago,Light Snow,79,1
9,1583,Chicago,Overcast with Haze,81,1
9,1588,Chicago,Overcast with Haze,81,1
9,1611,Columbus,Cloudy,52,1
9,1614,Columbus,Mostly Cloudy,48,1
9,1631,Columbus,Mostly Cloudy,73,1
9,1633,Columbus,Partly Cloudy,79,1
9,1641,Columbus,Haze,74,1
9,1642,Columbus,Haze,74,1
9,1646,Columbus,Mostly Cloudy,55,1
9,1651,Columbus,Mostly Cloudy,44,1
9,1686,Columbus,Cloudy,53,1
9,1696,Columbus,Cloudy,57,1
9,1703,Columbus,Cloudy,57,1
9,1717,Columbus,Partly Cloudy,53,1
9,1723,Columbus,Mostly Sunny,73,1
9,1740,Columbus,Mostly Sunny,58,1
9,1745,Columbus,Clear,43,1
9,1752,Columbus,Winter storm watchCloudy,74,1
9,1753,Columbus,Winter storm watchCloudy,74,1
9,1754,Columbus,Winter storm watchHaze,80,1
9,1800,Columbus,Cloudy,68,1
9,1871,Columbus,Snow,75,1
9,1874,Columbus,Snow,80,1
9,1926,Dallas,Flood warningRain,93,1
9,1940,Dallas,Cloudy,70,1
9,1959,Dallas,Weather WarningsFog,86,1
9,1961,Dallas,Haze,80,1
9,1963,Dallas,Haze,75,1
9,1968,Dallas,Cloudy,66,1
9,1985,Dallas,Fog;Mist,88,1
9,1995,Dallas,Overcast with Haze,79,1
9,1999,Dallas,Overcast,68,1
9,2010,Dallas,Weather WarningsCloudy,80,1
9,2014,Dallas,Flood warningCloudy,80,1
9,2024,Dallas,Flood warningCloudy,74,1
9,2026,Dallas,Flood warningCloudy,74,1
9,2047,Dallas,Flood warningCloudy,86,1
9,2051,Dallas,Flood warningCloudy,86,1
9,2053,Dallas,Short term forecastCloudy,86,1
9,2073,Dallas,Short term forecastCloudy,76,1
9,2079,Dallas,Short term forecastRain,87,1
9,2091,Dallas,Fog;Mist,83,1
9,2108,Dallas,Light Rain Fog;Mist,92,1
9,2110,Dallas,Short term forecastRain,88,1
9,2111,Dallas,Short term forecastRain,88,1
9,2112,Dallas,Short term forecastCloudy,88,1
9,2115,Dallas,Cloudy,71,1
9,2120,Dallas,Cloudy,81,1
9,2121,Dallas,Haze,81,1
9,2152,Dallas,Overcast with Haze,83,1
9,2161,Dallas,Overcast with Haze,82,1
9,2175,Dallas,Partly Cloudy,57,1
9,2176,Dallas,Mostly Cloudy,54,1
9,2180,Dallas,Mostly Cloudy,61,1
9,2211,Dallas,Mostly Cloudy,61,1
9,2220,Dallas,Overcast,86,1
9,2223,Dallas,Mostly Cloudy,86,1
9,2226,Dallas,Overcast,82,1
9,2247,Denver,Short term forecastMostly Sunny,100,1
9,2268,Denver,Mostly Cloudy,80,1
9,2272,Denver,Mostly Sunny,80,1
9,2273,Denver,Mostly Sunny,74,1
9,2281,Denver,Short term forecastMostly Sunny,50,1
9,2305,Denver,Fog;Mist,92,1
9,2309,Denver,A Few Clouds,69,1
9,2318,Denver,A Few Clouds,25,1
9,2320,Denver,A Few Clouds,23,1
9,2323,Denver,Partly Cloudy,23,1
9,2328,Denver,Mostly Sunny,30,1
9,2332,Denver,Mostly Sunny,63,1
9,2350,Denver,Mostly Cloudy,25,1
9,2355,Denver,Mostly Cloudy,23,1
