0,entity,Domain,Conditions,Humidity,day
2,2,Austin,Rain,94,1
2,5,Austin,Rain,93,1
2,10,Austin,Rain,93,1
2,13,Austin,Mostly Cloudy,81,1
2,25,Austin,Fog And Mist,87,1
2,31,Austin,Overcast,87,1
2,35,Austin,Overcast,81,1
2,38,Austin,Overcast,81,1
2,39,Austin,Overcast,87,1
2,43,Austin,Fog And Mist,87,1
2,50,Austin,Fog And Mist,81,1
2,60,Austin,Overcast,85,1
2,91,Austin,Overcast,65,1
2,104,Austin,Clear,69,1
2,112,Austin,Clear,53,1
2,130,Austin,Overcast,93,1
2,132,Austin,Overcast,86,1
2,145,Austin,Overcast,81,1
2,149,Austin,Light Rain,93,1
2,154,Austin,Fog And Mist,94,1
2,156,Austin,Rain,100,1
2,167,Austin,Fog And Mist,93,1
2,174,Austin,Fog;Mist,93,1
2,205,Austin,Fog And Mist,93,1
2,209,Austin,Fog And Mist,93,1
2,251,Austin,Fog;Mist,86,1
2,254,Austin,Fog;Mist,86,1
2,257,Austin,Overcast with Haze,80,1
2,259,Austin,Hazy,77,1
2,273,Austin,Light Rain,87,1
2,275,Austin,Rain,93,1
2,280,Austin,Light Rain,100,1
2,302,Austin,Overcast,80,1
2,314,Austin,Light Rain Fog;Mist,93,1
2,315,Austin,Light Rain Fog;Mist,90,1
2,324,Baltimore,Fair,38,1
2,342,Baltimore,Clear,46,1
2,376,Baltimore,Fair,43,1
2,382,Baltimore,A Few Clouds,57,1
2,398,Baltimore,Overcast,40,1
2,407,Baltimore,Fair,30,1
2,408,Baltimore,Fair,33,1
2,428,Baltimore,Fair,79,1
2,441,Baltimore,Fair,63,1
2,462,Baltimore,Fair,29,1
2,467,Baltimore,Fair,34,1
2,483,Baltimore,Fair,51,1
2,496,Baltimore,Mostly Cloudy,65,1
2,498,Baltimore,Partly Cloudy,60,1
2,517,Baltimore,Fair,48,1
2,528,Baltimore,Fair,74,1
2,535,Baltimore,Fair,69,1
2,552,Baltimore,Mostly Cloudy,61,1
2,565,Baltimore,Overcast,75,1
2,600,Baltimore,Fair,81,1
2,611,Baltimore,Light Snow,79,1
2,625,Baltimore,Fog;Mist,85,1
2,646,Boston,Clear,44,1
2,649,Boston,Clear,37,1
2,655,Boston,Partly Cloudy,27,1
2,660,Boston,Partly Cloudy,31,1
2,669,Boston,Overcast,39,1
2,671,Boston,Overcast,46,1
2,673,Boston,Mostly Cloudy,46,1
2,676,Boston,Clear,46,1
2,684,Boston,Partly Cloudy,37,1
2,692,Boston,Partly Cloudy,29,1
2,731,Boston,Clear,31,1
2,734,Boston,Clear,36,1
2,746,Boston,Mostly Cloudy,40,1
2,756,Boston,Overcast,38,1
2,768,Boston,Overcast,45,1
2,774,Boston,Partly Cloudy,40,1
2,776,Boston,Partly Cloudy,34,1
2,789,Boston,Overcast,60,1
2,791,Boston,Overcast,55,1
2,798,Boston,Clear,64,1
2,801,Boston,Clear,64,1
2,831,Boston,Partly Cloudy,60,1
2,837,Boston,Partly Cloudy,31,1
2,843,Boston,Overcast,46,1
2,848,Boston,Partly Cloudy,46,1
2,852,Boston,Partly Cloudy,54,1
2,859,Boston,Overcast,43,1
2,908,Boston,Overcast,69,1
2,961,Charlotte,Clear,49,1
2,965,Charlotte,Partly Cloudy,41,1
2,997,Charlotte,Fog And Mist,93,1
2,1000,Charlotte,Fog And Mist,100,1
2,1001,Charlotte,Mostly Cloudy,93,1
2,1011,Charlotte,Partly Cloudy,46,1
2,1074,Charlotte,Overcast,80,1
2,1080,Charlotte,Overcast,80,1
2,1083,Charlotte,Partly Cloudy,74,1
2,1084,Charlotte,Partly Cloudy,80,1
2,1086,Charlotte,Partly Cloudy,80,1
2,1107,Charlotte,Clear,47,1
2,1113,Charlotte,Clear,70,1
2,1152,Charlotte,Mostly Cloudy,70,1
2,1154,Charlotte,Partly Cloudy,49,1
2,1166,Charlotte,Overcast,70,1
2,1183,Charlotte,Drizzle,93,1
2,1224,Charlotte,Fog And Mist,93,1
2,1226,Charlotte,Fog And Mist,93,1
2,1234,Charlotte,Fog,100,1
2,1237,Charlotte,Fog,100,1
2,1239,Charlotte,Fog,100,1
2,1240,Charlotte,Fog And Mist,93,1
2,1286,Chicago,Mostly Cloudy,60,1
2,1288,Chicago,Mostly Cloudy,56,1
2,1294,Chicago,Mostly Cloudy,49,1
2,1298,Chicago,Mostly Cloudy,63,1
2,1304,Chicago,Partly Cloudy,58,1
2,1308,Chicago,Partly Cloudy,63,1
2,1313,Chicago,Overcast,63,1
2,1317,Chicago,Overcast,63,1
2,1318,Chicago,Overcast,63,1
2,1331,Chicago,Hazy,55,1
2,1333,Chicago,A Few Clouds,60,1
2,1335,Chicago,Fair,65,1
2,1341,Chicago,Partly Cloudy,65,1
2,1342,Chicago,Partly Cloudy,65,1
2,1343,Chicago,A Few Clouds,68,1
2,1350,Chicago,Overcast,62,1
2,1365,Chicago,Mostly Cloudy,68,1
2,1388,Chicago,Partly Cloudy,54,1
2,1393,Chicago,Partly Cloudy,63,1
2,1403,Chicago,Overcast,73,1
