0,entity,Domain,Conditions,Humidity,day
11,2,Austin,Mist,93,1
11,5,Austin,Rain,93,1
11,10,Austin,Light Rain,93,1
11,13,Austin,Cloudy,82,1
11,25,Austin,Cloudy,81,1
11,31,Austin,Cloudy,84,1
11,35,Austin,Cloudy,85,1
11,38,Austin,Cloudy,85,1
11,39,Austin,Cloudy,85,1
11,43,Austin,Mist,93,1
11,50,Austin,Light Fog,88,1
11,60,Austin,Overcast,85,1
11,91,Austin,Partly Cloudy,64,1
11,104,Austin,Partly Sunny,80,1
11,112,Austin,Partly Sunny,55,1
11,130,Austin,Cloudy,88,1
11,132,Austin,Cloudy,88,1
11,145,Austin,Cloudy,81,1
11,149,Austin,Rain,96,1
11,154,Austin,Mist,92,1
11,156,Austin,Rain,93,1
11,167,Austin,Mist,100,1
11,174,Austin,Fog;Mist,93,1
11,205,Austin,Mist,96,1
11,209,Austin,Rain,100,1
11,251,Austin,Fog;Mist,86,1
11,254,Austin,Fog;Mist,86,1
11,257,Austin,Overcast with Haze,80,1
11,259,Austin,Cloudy,76,1
11,273,Austin,Rain,89,1
11,275,Austin,Rain,93,1
11,280,Austin,Rain,92,1
11,302,Austin,Overcast,80,1
11,314,Austin,Light Rain Fog;Mist,93,1
11,315,Austin,Light Rain Fog;Mist,90,1
11,324,Baltimore,Some Clouds,43,1
11,342,Baltimore,Clear,52,1
11,376,Baltimore,Fair,43,1
11,382,Baltimore,A Few Clouds,57,1
11,398,Baltimore,Overcast,40,1
11,407,Baltimore,Cloudy,36,1
11,408,Baltimore,Cloudy,36,1
11,428,Baltimore,Snow And Fog,83,1
11,441,Baltimore,Light Snow,80,1
11,462,Baltimore,Sunny,33,1
11,467,Baltimore,Sunny,37,1
11,483,Baltimore,Clear,61,1
11,496,Baltimore,Mostly Cloudy,65,1
11,498,Baltimore,Partly Cloudy,60,1
11,517,Baltimore,Mostly Clear,55,1
11,528,Baltimore,Some Clouds,81,1
11,535,Baltimore,Cloudy,81,1
11,552,Baltimore,Mostly Cloudy,61,1
11,565,Baltimore,Overcast,75,1
11,600,Baltimore,Cloudy,88,1
11,611,Baltimore,Light Snow,79,1
11,625,Baltimore,Fog;Mist,85,1
11,646,Boston,Clear,42,1
11,649,Boston,Sunny,38,1
11,655,Boston,Mostly Sunny,26,1
11,660,Boston,Clear,35,1
11,669,Boston,Cloudy,40,1
11,671,Boston,Cloudy,44,1
11,673,Boston,Some Clouds,44,1
11,676,Boston,Clear,48,1
11,684,Boston,Partly Sunny,36,1
11,692,Boston,Mostly Clear,29,1
11,731,Boston,Clear,32,1
11,734,Boston,Clear,36,1
11,746,Boston,Partly Sunny,40,1
11,756,Boston,Cloudy,38,1
11,768,Boston,Cloudy,44,1
11,774,Boston,Partly Sunny,38,1
11,776,Boston,Partly Sunny,35,1
11,789,Boston,Cloudy,58,1
11,791,Boston,Cloudy,56,1
11,798,Boston,Clear,63,1
11,801,Boston,Clear,65,1
11,831,Boston,Partly Sunny,58,1
11,837,Boston,Mostly Clear,31,1
11,843,Boston,Cloudy,44,1
11,848,Boston,Partly Cloudy,48,1
11,852,Boston,Partly Cloudy,54,1
11,859,Boston,Cloudy,41,1
11,908,Boston,Cloudy,66,1
11,961,Charlotte,Cloudy,50,1
11,965,Charlotte,Partly Cloudy,40,1
11,997,Charlotte,Partly Cloudy,95,1
11,1000,Charlotte,Clouds And Sun,100,1
11,1001,Charlotte,Clouds And Sun,92,1
11,1011,Charlotte,Mostly Sunny,43,1
11,1074,Charlotte,Cloudy,81,1
11,1080,Charlotte,Cloudy,77,1
11,1083,Charlotte,Partly Cloudy,74,1
11,1084,Charlotte,Partly Cloudy,77,1
11,1086,Charlotte,Partly Cloudy,80,1
11,1107,Charlotte,Mostly Clear,55,1
11,1113,Charlotte,Clear,70,1
11,1152,Charlotte,Clouds And Sun,67,1
11,1154,Charlotte,Mostly Clear,48,1
11,1166,Charlotte,Cloudy,69,1
11,1183,Charlotte,Mist,92,1
11,1224,Charlotte,Light Fog,95,1
11,1226,Charlotte,Light Fog,95,1
11,1234,Charlotte,Dense Fog,100,1
11,1237,Charlotte,Dense Fog,100,1
11,1239,Charlotte,Dense Fog,100,1
11,1240,Charlotte,Light Fog,100,1
11,1286,Chicago,Some Clouds,57,1
11,1288,Chicago,Clouds And Sun,57,1
11,1294,Chicago,Clouds And Sun,42,1
11,1298,Chicago,Partly Sunny,57,1
11,1304,Chicago,Mostly Clear,62,1
11,1308,Chicago,Mostly Clear,71,1
11,1313,Chicago,Partly Cloudy,62,1
11,1317,Chicago,Cloudy,62,1
11,1318,Chicago,Cloudy,62,1
11,1331,Chicago,Cloudy,55,1
11,1333,Chicago,A Few Clouds,60,1
11,1335,Chicago,Fair,65,1
11,1341,Chicago,Partly Cloudy,65,1
11,1342,Chicago,Partly Cloudy,65,1
11,1343,Chicago,A Few Clouds,68,1
11,1350,Chicago,Overcast,62,1
11,1365,Chicago,Clouds And Sun,59,1
11,1388,Chicago,Mostly Cloudy,59,1
11,1393,Chicago,Clouds And Sun,62,1
11,1403,Chicago,Cloudy,74,1
11,1406,Chicago,Some Clouds,76,1
11,1411,Chicago,Mostly Cloudy,80,1
11,1416,Chicago,Mostly Sunny,80,1
11,1438,Chicago,Some Clouds,88,1
11,1440,Chicago,Cloudy,88,1
11,1450,Chicago,Overcast,72,1
11,1462,Chicago,Overcast with Haze,78,1
11,1468,Chicago,Overcast with Haze,78,1
11,1472,Chicago,Partly Sunny,63,1
11,1486,Chicago,Lgt.Snow;Fog,92,1
11,1503,Chicago,Cloudy,81,1
11,1507,Chicago,Overcast with Haze,63,1
11,1546,Chicago,Cloudy,86,1
11,1557,Chicago,Cloudy,80,1
11,1570,Chicago,Light Snow Fog;Mist,85,1
11,1573,Chicago,Light Snow,79,1
11,1583,Chicago,Overcast with Haze,81,1
11,1588,Chicago,Overcast with Haze,81,1
11,1611,Columbus,Cloudy,51,1
11,1614,Columbus,Cloudy,49,1
11,1631,Columbus,Some Clouds,74,1
11,1633,Columbus,Mostly Clear,80,1
11,1641,Columbus,Clouds And Sun,74,1
11,1642,Columbus,Clouds And Sun,74,1
11,1646,Columbus,Clouds And Sun,53,1
11,1651,Columbus,Cloudy,43,1
11,1686,Columbus,Cloudy,51,1
11,1696,Columbus,Cloudy,58,1
11,1703,Columbus,Cloudy,58,1
11,1717,Columbus,Mostly Clear,54,1
11,1723,Columbus,Partly Cloudy,73,1
11,1740,Columbus,Partly Sunny,57,1
11,1745,Columbus,Sunny,41,1
11,1752,Columbus,Cloudy,72,1
11,1753,Columbus,Cloudy,72,1
11,1754,Columbus,Cloudy,75,1
11,1800,Columbus,Cloudy,66,1
11,1871,Columbus,Light Snow,75,1
11,1874,Columbus,Light Snow,81,1
11,1926,Dallas,Light Rain,88,1
11,1940,Dallas,Cloudy,69,1
11,1959,Dallas,Cloudy,92,1
11,1961,Dallas,Light Fog,88,1
11,1963,Dallas,Light Fog,85,1
11,1968,Dallas,Cloudy,68,1
11,1985,Dallas,Fog;Mist,88,1
11,1995,Dallas,Overcast with Haze,79,1
11,1999,Dallas,Overcast,68,1
11,2010,Dallas,Light Snow,78,1
11,2014,Dallas,Cloudy,74,1
11,2024,Dallas,Cloudy,74,1
11,2026,Dallas,Cloudy,71,1
11,2047,Dallas,Cloudy,81,1
11,2051,Dallas,Cloudy,78,1
11,2053,Dallas,Cloudy,82,1
11,2073,Dallas,Cloudy,76,1
11,2079,Dallas,Rain,87,1
11,2091,Dallas,Fog;Mist,83,1
11,2108,Dallas,Light Rain Fog;Mist,92,1
11,2110,Dallas,Light Rain,87,1
11,2111,Dallas,Rain,87,1
11,2112,Dallas,Light Rain,93,1
11,2115,Dallas,Cloudy,73,1
11,2120,Dallas,Cloudy,78,1
11,2121,Dallas,Cloudy,81,1
11,2152,Dallas,Overcast with Haze,83,1
11,2161,Dallas,Overcast with Haze,82,1
11,2175,Dallas,Partly Cloudy,57,1
11,2176,Dallas,Mostly Cloudy,54,1
11,2180,Dallas,Cloudy,67,1
11,2211,Dallas,Mostly Cloudy,61,1
11,2220,Dallas,Overcast,86,1
11,2223,Dallas,Mostly Cloudy,86,1
11,2226,Dallas,Overcast,82,1
11,2247,Denver,Partly Cloudy,92,1
11,2268,Denver,Partly Cloudy,63,1
11,2272,Denver,Some Clouds,71,1
11,2273,Denver,Partly Cloudy,71,1
11,2281,Denver,Partly Sunny,29,1
11,2305,Denver,Fog;Mist,92,1
11,2309,Denver,A Few Clouds,69,1
11,2318,Denver,A Few Clouds,25,1
11,2320,Denver,A Few Clouds,23,1
11,2323,Denver,Partly Cloudy,23,1
11,2328,Denver,Mostly Clear,32,1
11,2332,Denver,Clear,37,1
11,2350,Denver,Mostly Sunny,32,1
11,2355,Denver,Mostly Sunny,23,1
11,2358,Denver,Mostly Clear,48,1
11,2365,Denver,Some Clouds,52,1
11,2396,Denver,Cloudy,44,1
11,2402,Denver,Cloudy,64,1
11,2417,Denver,Overcast,57,1
11,2423,Denver,Overcast,85,1
11,2442,Denver,Clear,40,1
11,2445,Denver,Clear,37,1
11,2447,Denver,Clear,43,1
11,2451,Denver,Mostly Clear,36,1
11,2457,Denver,Sunny,43,1
11,2479,Denver,Fair,71,1
11,2500,Denver,Clouds And Sun,28,1
11,2535,Denver,Mostly Cloudy,52,1
11,2543,Denver,Partly Cloudy,47,1
11,2548,Denver,Partly Cloudy,36,1
11,2549,Denver,Partly Cloudy,36,1
11,2552,Denver,Partly Cloudy,29,1
11,2558,Denver,Mostly Cloudy,27,1
11,2580,Detroit,Mostly Cloudy,55,1
11,2589,Detroit,Partly Cloudy,70,1
11,2605,Detroit,Cloudy,53,1
11,2611,Detroit,Cloudy,63,1
11,2625,Detroit,Fair,70,1
11,2631,Detroit,Fair,80,1
11,2648,Detroit,Mostly Clear,64,1
11,2649,Detroit,Mostly Clear,64,1
11,2650,Detroit,Mostly Clear,67,1
11,2672,Detroit,Partly Sunny,50,1
11,2685,Detroit,Mostly Clear,80,1
11,2687,Detroit,Partly Cloudy,76,1
11,2691,Detroit,Mostly Cloudy,80,1
11,2692,Detroit,Cloudy,80,1
11,2710,Detroit,Cloudy,75,1
11,2712,Detroit,Cloudy,72,1
11,2713,Detroit,Cloudy,66,1
11,2743,Detroit,Fair,85,1
11,2746,Detroit,Fair,85,1
11,2755,Detroit,Cloudy,68,1
11,2763,Detroit,Cloudy,77,1
11,2777,Detroit,Light Snow,78,1
11,2780,Detroit,Light Snow,80,1
11,2798,Detroit,Overcast,85,1
11,2806,Detroit,Fog;Mist,84,1
11,2825,Detroit,Lgt.Snow;Fog,92,1
11,2827,Detroit,Lgt.Snow;Fog,95,1
11,2831,Detroit,Light Fog,86,1
11,2832,Detroit,Light Fog,92,1
11,2843,Detroit,Cloudy,71,1
11,2845,Detroit,Cloudy,69,1
11,2858,Detroit,Light Snow Fog;Mist,92,1
11,2861,Detroit,Fog;Mist,88,1
11,2877,Detroit,Overcast,66,1
11,2881,El Paso,Lgt.Snow;Fog,92,1
11,2885,El Paso,Cloudy,85,1
11,2889,El Paso,Mostly Cloudy,75,1
11,2895,El Paso,Partly Sunny,64,1
