0,entity,Domain,Conditions,Humidity,day
6,2,Austin,Heavy Rain,97,1
6,5,Austin,Light Rain,97,1
6,10,Austin,Light Rain,97,1
6,13,Austin,Overcast,66,1
6,25,Austin,Mist,80,1
6,31,Austin,Overcast,86,1
6,35,Austin,Overcast,88,1
6,38,Austin,Overcast,85,1
6,39,Austin,Overcast,84,1
6,43,Austin,Mist,95,1
6,50,Austin,Hazy,77,1
6,60,Austin,Overcast,85,1
6,91,Austin,Partly Cloudy,52,1
6,104,Austin,Clear,63,1
6,112,Austin,Clear,41,1
6,130,Austin,Overcast,87,1
6,132,Austin,Overcast,89,1
6,145,Austin,Hazy,70,1
6,149,Austin,Light Rain,97,1
6,154,Austin,Mist,97,1
6,156,Austin,Light Rain,97,1
6,167,Austin,Light Rain,97,1
6,174,Austin,Fog;Mist,93,1
6,205,Austin,Mist,97,1
6,209,Austin,Mist,97,1
6,251,Austin,Fog;Mist,86,1
6,254,Austin,Fog;Mist,86,1
6,257,Austin,Overcast with Haze,80,1
6,259,Austin,Hazy,78,1
6,273,Austin,Light Rain,93,1
6,275,Austin,Light Rain,97,1
6,280,Austin,Light Rain,97,1
6,302,Austin,Overcast,80,1
6,314,Austin,Light Rain Fog;Mist,93,1
6,315,Austin,Light Rain Fog;Mist,90,1
6,324,Baltimore,Mostly Cloudy,42,1
6,342,Baltimore,Clear,46,1
6,376,Baltimore,Fair,43,1
6,382,Baltimore,A Few Clouds,57,1
6,398,Baltimore,Overcast,40,1
6,407,Baltimore,Overcast,36,1
6,408,Baltimore,Overcast,36,1
6,428,Baltimore,Snow,79,1
6,441,Baltimore,Snow,79,1
6,462,Baltimore,Clear,33,1
6,467,Baltimore,Clear,37,1
6,483,Baltimore,Clear,64,1
6,496,Baltimore,Mostly Cloudy,65,1
6,498,Baltimore,Partly Cloudy,60,1
6,517,Baltimore,Partly Cloudy,54,1
6,528,Baltimore,Mostly Cloudy,86,1
6,535,Baltimore,Overcast,80,1
6,552,Baltimore,Mostly Cloudy,61,1
6,565,Baltimore,Overcast,75,1
6,600,Baltimore,Mist,87,1
6,611,Baltimore,Light Snow,79,1
6,625,Baltimore,Fog;Mist,85,1
6,646,Boston,Clear,44,1
6,649,Boston,Clear,37,1
6,655,Boston,Partly Cloudy,27,1
6,660,Boston,Clear,36,1
6,669,Boston,Overcast,39,1
6,671,Boston,Overcast,46,1
6,673,Boston,Mostly Cloudy,46,1
6,676,Boston,Clear,46,1
6,684,Boston,Partly Cloudy,37,1
6,692,Boston,Partly Cloudy,29,1
6,731,Boston,Clear,31,1
6,734,Boston,Clear,36,1
6,746,Boston,Partly Cloudy,41,1
6,756,Boston,Overcast,38,1
6,768,Boston,Overcast,45,1
6,774,Boston,Partly Cloudy,40,1
6,776,Boston,Partly Cloudy,40,1
6,789,Boston,Overcast,60,1
6,791,Boston,Overcast,55,1
6,798,Boston,Clear,64,1
6,801,Boston,Clear,64,1
6,831,Boston,Partly Cloudy,60,1
6,837,Boston,Partly Cloudy,31,1
6,843,Boston,Overcast,46,1
6,848,Boston,Partly Cloudy,46,1
6,852,Boston,Partly Cloudy,54,1
6,859,Boston,Mostly Cloudy,43,1
6,908,Boston,Overcast,69,1
6,961,Charlotte,Clear,70,1
6,965,Charlotte,Partly Cloudy,61,1
6,997,Charlotte,Mist,81,1
6,1000,Charlotte,Mist,84,1
6,1001,Charlotte,Mostly Cloudy,81,1
6,1011,Charlotte,Partly Cloudy,58,1
6,1074,Charlotte,Overcast,80,1
6,1080,Charlotte,Overcast,80,1
6,1083,Charlotte,Partly Cloudy,80,1
6,1084,Charlotte,Partly Cloudy,81,1
6,1086,Charlotte,Partly Cloudy,81,1
6,1107,Charlotte,Partly Cloudy,69,1
6,1113,Charlotte,Clear,82,1
6,1152,Charlotte,Mostly Cloudy,68,1
6,1154,Charlotte,Partly Cloudy,63,1
6,1166,Charlotte,Overcast,81,1
6,1183,Charlotte,Drizzle,86,1
6,1224,Charlotte,Mist,87,1
6,1226,Charlotte,Mist,88,1
6,1234,Charlotte,Fog,88,1
6,1237,Charlotte,Fog,88,1
6,1239,Charlotte,Fog,87,1
6,1240,Charlotte,Mist,87,1
6,1286,Chicago,Mostly Cloudy,60,1
6,1288,Chicago,Mostly Cloudy,56,1
6,1294,Chicago,Mostly Cloudy,49,1
6,1298,Chicago,Mostly Cloudy,63,1
6,1304,Chicago,Partly Cloudy,58,1
6,1308,Chicago,Partly Cloudy,63,1
6,1313,Chicago,Overcast,63,1
6,1317,Chicago,Overcast,63,1
6,1318,Chicago,Overcast,63,1
6,1331,Chicago,Hazy,55,1
6,1333,Chicago,A Few Clouds,60,1
6,1335,Chicago,Fair,65,1
6,1341,Chicago,Partly Cloudy,65,1
6,1342,Chicago,Partly Cloudy,65,1
6,1343,Chicago,A Few Clouds,68,1
6,1350,Chicago,Overcast,62,1
6,1365,Chicago,Mostly Cloudy,68,1
6,1388,Chicago,Partly Cloudy,54,1
6,1393,Chicago,Partly Cloudy,63,1
6,1403,Chicago,Overcast,73,1
6,1406,Chicago,Mostly Cloudy,73,1
6,1411,Chicago,Mostly Cloudy,79,1
6,1416,Chicago,Partly Cloudy,73,1
6,1438,Chicago,Hazy,74,1
6,1440,Chicago,Hazy,74,1
6,1450,Chicago,Overcast,72,1
6,1462,Chicago,Overcast with Haze,78,1
6,1468,Chicago,Overcast with Haze,78,1
6,1472,Chicago,Partly Cloudy,61,1
6,1486,Chicago,Snow,93,1
6,1503,Chicago,Hazy,75,1
6,1507,Chicago,Overcast with Haze,63,1
6,1546,Chicago,Hazy,80,1
6,1557,Chicago,Hazy,80,1
6,1570,Chicago,Light Snow Fog;Mist,85,1
6,1573,Chicago,Light Snow,79,1
6,1583,Chicago,Overcast with Haze,81,1
6,1588,Chicago,Overcast with Haze,81,1
6,1611,Columbus,Overcast,52,1
6,1614,Columbus,Mostly Cloudy,48,1
6,1631,Columbus,Partly Cloudy,73,1
6,1633,Columbus,Partly Cloudy,79,1
6,1641,Columbus,Hazy,74,1
6,1642,Columbus,Mostly Cloudy,64,1
6,1646,Columbus,Mostly Cloudy,55,1
6,1651,Columbus,Mostly Cloudy,44,1
6,1686,Columbus,Overcast,53,1
6,1696,Columbus,Overcast,57,1
6,1703,Columbus,Overcast,57,1
6,1717,Columbus,Partly Cloudy,53,1
6,1723,Columbus,Partly Cloudy,73,1
6,1740,Columbus,Partly Cloudy,50,1
6,1745,Columbus,Clear,43,1
6,1752,Columbus,Overcast,75,1
6,1753,Columbus,Overcast,75,1
6,1754,Columbus,Hazy,80,1
6,1800,Columbus,Overcast,69,1
6,1871,Columbus,Snow,75,1
6,1874,Columbus,Snow,81,1
6,1926,Dallas,Light Rain,100,1
6,1940,Dallas,Clear,53,1
6,1959,Dallas,Mostly Cloudy,90,1
6,1961,Dallas,Mostly Cloudy,78,1
6,1963,Dallas,Overcast,62,1
6,1968,Dallas,Overcast,50,1
6,1985,Dallas,Fog;Mist,88,1
6,1995,Dallas,Overcast with Haze,79,1
6,1999,Dallas,Overcast,68,1
6,2010,Dallas,Overcast,78,1
6,2014,Dallas,Overcast,77,1
6,2024,Dallas,Overcast,71,1
6,2026,Dallas,Overcast,69,1
6,2047,Dallas,Overcast,78,1
6,2051,Dallas,Overcast,79,1
6,2053,Dallas,Overcast,77,1
6,2073,Dallas,Overcast,78,1
6,2079,Dallas,Light Rain,96,1
6,2091,Dallas,Fog;Mist,83,1
6,2108,Dallas,Light Rain Fog;Mist,92,1
6,2110,Dallas,Overcast,88,1
6,2111,Dallas,Light Rain,87,1
6,2112,Dallas,Overcast,88,1
6,2115,Dallas,Overcast,61,1
6,2120,Dallas,Overcast,100,1
6,2121,Dallas,Overcast,100,1
6,2152,Dallas,Overcast with Haze,83,1
6,2161,Dallas,Overcast with Haze,82,1
6,2175,Dallas,Partly Cloudy,57,1
6,2176,Dallas,Mostly Cloudy,54,1
6,2180,Dallas,Clear,60,1
6,2211,Dallas,Mostly Cloudy,61,1
6,2220,Dallas,Overcast,86,1
6,2223,Dallas,Mostly Cloudy,86,1
6,2226,Dallas,Overcast,82,1
6,2247,Denver,Fog,84,1
6,2268,Denver,Partly Cloudy,66,1
6,2272,Denver,Partly Cloudy,70,1
6,2273,Denver,Mist,61,1
6,2281,Denver,Partly Cloudy,46,1
6,2305,Denver,Fog;Mist,92,1
6,2309,Denver,A Few Clouds,69,1
6,2318,Denver,A Few Clouds,25,1
6,2320,Denver,A Few Clouds,23,1
6,2323,Denver,Partly Cloudy,23,1
6,2328,Denver,Partly Cloudy,32,1
6,2332,Denver,Partly Cloudy,49,1
6,2350,Denver,Partly Cloudy,31,1
6,2355,Denver,Mostly Cloudy,32,1
6,2358,Denver,Partly Cloudy,47,1
6,2365,Denver,Partly Cloudy,50,1
6,2396,Denver,Overcast,44,1
6,2402,Denver,Overcast,68,1
6,2417,Denver,Overcast,57,1
6,2423,Denver,Overcast,85,1
6,2442,Denver,Partly Cloudy,38,1
6,2445,Denver,Clear,49,1
6,2447,Denver,Clear,52,1
6,2451,Denver,Partly Cloudy,52,1
6,2457,Denver,Partly Cloudy,34,1
6,2479,Denver,Fair,71,1
6,2500,Denver,Mostly Cloudy,34,1
6,2535,Denver,Mostly Cloudy,52,1
6,2543,Denver,Partly Cloudy,47,1
6,2548,Denver,Partly Cloudy,36,1
6,2549,Denver,Partly Cloudy,36,1
6,2552,Denver,Partly Cloudy,29,1
6,2558,Denver,Mostly Cloudy,27,1
6,2580,Detroit,Clear,54,1
6,2589,Detroit,Clear,68,1
6,2605,Detroit,Overcast,50,1
6,2611,Detroit,Overcast,54,1
6,2625,Detroit,Fair,70,1
6,2631,Detroit,Fair,80,1
6,2648,Detroit,Clear,53,1
6,2649,Detroit,Clear,57,1
6,2650,Detroit,Clear,62,1
6,2672,Detroit,Partly Cloudy,62,1
6,2685,Detroit,Clear,79,1
6,2687,Detroit,Clear,79,1
6,2691,Detroit,Clear,85,1
6,2692,Detroit,Overcast,85,1
6,2710,Detroit,Overcast,69,1
6,2712,Detroit,Clear,74,1
6,2713,Detroit,Partly Cloudy,74,1
6,2743,Detroit,Fair,85,1
6,2746,Detroit,Fair,85,1
6,2755,Detroit,Overcast,69,1
6,2763,Detroit,Overcast,80,1
6,2777,Detroit,Overcast,80,1
6,2780,Detroit,Hazy,80,1
6,2798,Detroit,Overcast,85,1
6,2806,Detroit,Fog;Mist,84,1
6,2825,Detroit,Mist,93,1
6,2827,Detroit,Snow,93,1
6,2831,Detroit,Mist,86,1
6,2832,Detroit,Mist,93,1
6,2843,Detroit,Partly Cloudy,69,1
6,2845,Detroit,Overcast,65,1
6,2858,Detroit,Light Snow Fog;Mist,92,1
6,2861,Detroit,Fog;Mist,88,1
6,2877,Detroit,Overcast,66,1
6,2881,El Paso,Snow,93,1
6,2885,El Paso,Overcast,86,1
6,2889,El Paso,Mostly Cloudy,80,1
6,2895,El Paso,Partly Cloudy,61,1
6,2916,El Paso,Mostly Cloudy,76,1
6,2918,El Paso,Mostly Cloudy,81,1
6,2936,El Paso,Mostly Cloudy,57,1
6,2951,El Paso,Mostly Cloudy,82,1
6,2955,El Paso,Mostly Cloudy,71,1
6,2962,El Paso,Partly Cloudy,38,1
6,2963,El Paso,Mostly Cloudy,31,1
6,2969,El Paso,Clear,61,1
6,2974,El Paso,Clear,75,1
6,2995,El Paso,Overcast,44,1
6,3002,El Paso,Partly Cloudy,66,1
6,3017,El Paso,Overcast,81,1
6,3024,El Paso,Mostly Cloudy,47,1
6,3026,El Paso,Mostly Cloudy,41,1
6,3040,El Paso,Light Rain,87,1
6,3050,El Paso,Overcast,87,1
6,3060,El Paso,Overcast,93,1
6,3076,El Paso,Mostly Cloudy,31,1
6,3081,El Paso,Mostly Cloudy,47,1
6,3086,El Paso,Mostly Cloudy,66,1
6,3111,El Paso,Overcast,47,1
6,3120,El Paso,Mostly Cloudy,65,1
6,3135,El Paso,Mostly Cloudy,30,1
