0,entity,Domain,Conditions,Humidity,day
12,2,Austin,Mist,93,1
12,5,Austin,Rain,93,1
12,10,Austin,Rain,93,1
12,13,Austin,Cloudy,86,1
12,25,Austin,Cloudy,93,1
12,31,Austin,Cloudy,93,1
12,35,Austin,Cloudy,93,1
12,38,Austin,Cloudy,86,1
12,39,Austin,Cloudy,86,1
12,43,Austin,Cloudy,93,1
12,50,Austin,Mostly Cloudy,87,1
12,60,Austin,Overcast,85,1
12,91,Austin,Cloudy,69,1
12,104,Austin,Cloudy,74,1
12,112,Austin,Partly Sunny,75,1
12,130,Austin,Cloudy,86,1
12,132,Austin,Cloudy,92,1
12,145,Austin,Cloudy,93,1
12,149,Austin,Rain,100,1
12,154,Austin,Cloudy,93,1
12,156,Austin,Rain,100,1
12,167,Austin,Rain,100,1
12,174,Austin,Fog;Mist,93,1
12,205,Austin,Light Fog,100,1
12,209,Austin,Light Fog,100,1
12,251,Austin,Fog;Mist,86,1
12,254,Austin,Fog;Mist,86,1
12,257,Austin,Overcast with Haze,80,1
12,259,Austin,Cloudy,87,1
12,273,Austin,Rain,87,1
12,275,Austin,Rain,100,1
12,280,Austin,Rain,100,1
12,302,Austin,Overcast,80,1
12,314,Austin,Light Rain Fog;Mist,93,1
12,315,Austin,Light Rain Fog;Mist,90,1
12,324,Baltimore,Mostly Cloudy,41,1
12,342,Baltimore,Clear,52,1
12,376,Baltimore,Fair,43,1
12,382,Baltimore,A Few Clouds,57,1
12,398,Baltimore,Overcast,40,1
12,407,Baltimore,Cloudy,36,1
12,408,Baltimore,Cloudy,36,1
12,428,Baltimore,Snow;Fog,83,1
12,441,Baltimore,Light Snow,80,1
12,462,Baltimore,Sunny,33,1
12,467,Baltimore,Sunny,37,1
12,483,Baltimore,Clear,61,1
12,496,Baltimore,Mostly Cloudy,65,1
12,498,Baltimore,Partly Cloudy,60,1
12,517,Baltimore,Mostly Clear,55,1
12,528,Baltimore,Some Clouds,81,1
12,535,Baltimore,Cloudy,81,1
12,552,Baltimore,Mostly Cloudy,61,1
12,565,Baltimore,Overcast,75,1
12,600,Baltimore,Cloudy,86,1
12,611,Baltimore,Light Snow,79,1
12,625,Baltimore,Fog;Mist,85,1
12,646,Boston,Clear,42,1
12,649,Boston,Sunny,38,1
12,655,Boston,Mostly Sunny,26,1
12,660,Boston,Partly Cloudy,32,1
12,669,Boston,Cloudy,40,1
12,671,Boston,Cloudy,44,1
12,673,Boston,Some Clouds,44,1
12,676,Boston,Clear,48,1
12,684,Boston,Partly Sunny,36,1
12,692,Boston,Mostly Clear,29,1
12,731,Boston,Clear,30,1
12,734,Boston,Clear,36,1
12,746,Boston,Partly Sunny,40,1
12,756,Boston,Cloudy,38,1
12,768,Boston,Cloudy,44,1
12,774,Boston,Partly Sunny,38,1
12,776,Boston,Partly Sunny,35,1
12,789,Boston,Cloudy,58,1
12,791,Boston,Cloudy,56,1
12,798,Boston,Clear,63,1
12,801,Boston,Clear,65,1
12,831,Boston,Partly Sunny,58,1
12,837,Boston,Mostly Clear,31,1
12,843,Boston,Cloudy,44,1
12,848,Boston,Partly Cloudy,48,1
12,852,Boston,Partly Cloudy,54,1
12,859,Boston,Cloudy,41,1
12,908,Boston,Cloudy,66,1
12,961,Charlotte,Cloudy,50,1
12,965,Charlotte,Partly Cloudy,40,1
12,997,Charlotte,Partly Cloudy,95,1
12,1000,Charlotte,Clouds And Sun,100,1
12,1001,Charlotte,Clouds And Sun,92,1
12,1011,Charlotte,Mostly Sunny,43,1
12,1074,Charlotte,Cloudy,81,1
12,1080,Charlotte,Cloudy,77,1
12,1083,Charlotte,Partly Cloudy,74,1
12,1084,Charlotte,Partly Cloudy,77,1
12,1086,Charlotte,Partly Cloudy,80,1
12,1107,Charlotte,Mostly Clear,55,1
12,1113,Charlotte,Clear,70,1
12,1152,Charlotte,Mostly Cloudy,57,1
12,1154,Charlotte,Mostly Clear,48,1
12,1166,Charlotte,Cloudy,69,1
12,1183,Charlotte,Mist,92,1
12,1224,Charlotte,Light Fog,95,1
12,1226,Charlotte,Light Fog,95,1
12,1234,Charlotte,Dense Fog,100,1
12,1237,Charlotte,Dense Fog,100,1
12,1239,Charlotte,Dense Fog,100,1
12,1240,Charlotte,Foggy,95,1
12,1286,Chicago,Mostly Cloudy,60,1
12,1288,Chicago,Mostly Cloudy,55,1
12,1294,Chicago,Mostly Cloudy,50,1
12,1298,Chicago,Mostly Cloudy,62,1
12,1304,Chicago,Mostly Clear,59,1
12,1308,Chicago,Mostly Clear,62,1
12,1313,Chicago,Cloudy,59,1
12,1317,Chicago,Cloudy,62,1
12,1318,Chicago,Cloudy,62,1
12,1331,Chicago,Cloudy,53,1
12,1333,Chicago,A Few Clouds,60,1
12,1335,Chicago,Fair,65,1
12,1341,Chicago,Partly Cloudy,65,1
12,1342,Chicago,Partly Cloudy,65,1
12,1343,Chicago,A Few Clouds,68,1
12,1350,Chicago,Overcast,62,1
12,1365,Chicago,Mostly Cloudy,65,1
12,1388,Chicago,Partly Sunny,54,1
12,1393,Chicago,Partly Sunny,62,1
12,1403,Chicago,Cloudy,74,1
12,1406,Chicago,Cloudy,71,1
12,1411,Chicago,Cloudy,77,1
12,1416,Chicago,Partly Sunny,80,1
12,1438,Chicago,Some Clouds,88,1
12,1440,Chicago,Cloudy,77,1
12,1450,Chicago,Overcast,72,1
12,1462,Chicago,Overcast with Haze,78,1
12,1468,Chicago,Overcast with Haze,78,1
12,1472,Chicago,Partly Sunny,60,1
12,1486,Chicago,Light Snow;Fog,92,1
12,1503,Chicago,Cloudy,74,1
12,1507,Chicago,Overcast with Haze,63,1
12,1546,Chicago,Cloudy,81,1
12,1557,Chicago,Cloudy,80,1
12,1570,Chicago,Light Snow Fog;Mist,85,1
12,1573,Chicago,Light Snow,79,1
12,1583,Chicago,Overcast with Haze,81,1
12,1588,Chicago,Overcast with Haze,81,1
12,1611,Columbus,Cloudy,49,1
12,1614,Columbus,Cloudy,49,1
12,1631,Columbus,Some Clouds,74,1
12,1633,Columbus,Mostly Clear,80,1
12,1641,Columbus,Clouds And Sun,74,1
12,1642,Columbus,Clouds And Sun,74,1
12,1646,Columbus,Clouds And Sun,53,1
12,1651,Columbus,Cloudy,43,1
12,1686,Columbus,Cloudy,51,1
12,1696,Columbus,Cloudy,58,1
12,1703,Columbus,Cloudy,58,1
12,1717,Columbus,Mostly Clear,54,1
12,1723,Columbus,Partly Cloudy,73,1
12,1740,Columbus,Partly Sunny,57,1
12,1745,Columbus,Sunny,41,1
12,1752,Columbus,Cloudy,72,1
12,1753,Columbus,Cloudy,72,1
12,1754,Columbus,Cloudy,75,1
12,1800,Columbus,Cloudy,66,1
12,1871,Columbus,Light Snow,75,1
12,1874,Columbus,Light Snow,81,1
12,1926,Dallas,Rain,92,1
12,1940,Dallas,Cloudy,69,1
12,1959,Dallas,Cloudy,86,1
