0,entity,Domain,Conditions,Humidity,day
3,2,Austin,Rain,93,1
3,5,Austin,Light Rain,93,1
3,10,Austin,Rain,93,1
3,13,Austin,Overcast,76,1
3,25,Austin,Overcast,85,1
3,31,Austin,Overcast,85,1
3,35,Austin,Overcast,85,1
3,38,Austin,Overcast,82,1
3,39,Austin,Overcast,86,1
3,43,Austin,Overcast,89,1
3,50,Austin,Haze,82,1
3,60,Austin,Overcast,85,1
3,91,Austin,Scattered Clouds,64,1
3,104,Austin,Clear,72,1
3,112,Austin,Clear,53,1
3,130,Austin,Overcast,85,1
3,132,Austin,Overcast,85,1
3,145,Austin,Haze,82,1
3,149,Austin,Light Rain,93,1
3,154,Austin,Overcast,93,1
3,156,Austin,Light Rain,97,1
3,167,Austin,Light Rain,96,1
3,174,Austin,Fog;Mist,93,1
3,205,Austin,Overcast,93,1
3,209,Austin,Overcast,93,1
3,251,Austin,Fog;Mist,86,1
3,254,Austin,Fog;Mist,86,1
3,257,Austin,Overcast with Haze,80,1
3,259,Austin,Haze,80,1
3,273,Austin,Light Rain,86,1
3,275,Austin,Light Rain,93,1
3,280,Austin,Light Rain,97,1
3,302,Austin,Overcast,80,1
3,314,Austin,Light Rain Fog;Mist,93,1
3,315,Austin,Light Rain Fog;Mist,90,1
3,324,Baltimore,Mostly Cloudy,43,1
3,342,Baltimore,Clear,53,1
3,376,Baltimore,Fair,43,1
3,382,Baltimore,A Few Clouds,57,1
3,398,Baltimore,Overcast,40,1
3,407,Baltimore,Overcast,37,1
3,408,Baltimore,Overcast,37,1
3,428,Baltimore,Light Snow,84,1
3,441,Baltimore,Light Snow,81,1
3,462,Baltimore,Clear,34,1
3,467,Baltimore,Clear,38,1
3,483,Baltimore,Clear,59,1
3,496,Baltimore,Mostly Cloudy,65,1
3,498,Baltimore,Partly Cloudy,60,1
3,517,Baltimore,Scattered Clouds,56,1
3,528,Baltimore,Mostly Cloudy,81,1
3,535,Baltimore,Haze,82,1
3,552,Baltimore,Mostly Cloudy,61,1
3,565,Baltimore,Overcast,75,1
3,600,Baltimore,Overcast,87,1
3,611,Baltimore,Light Snow,79,1
3,625,Baltimore,Fog;Mist,85,1
3,646,Boston,Clear,43,1
3,649,Boston,Clear,39,1
3,655,Boston,Partly Cloudy,26,1
3,660,Boston,Clear,36,1
3,669,Boston,Overcast,41,1
3,671,Boston,Overcast,45,1
3,673,Boston,Mostly Cloudy,45,1
3,676,Boston,Clear,48,1
3,684,Boston,Partly Cloudy,37,1
3,692,Boston,Scattered Clouds,29,1
3,731,Boston,Clear,32,1
3,734,Boston,Clear,37,1
3,746,Boston,Scattered Clouds,41,1
3,756,Boston,Overcast,38,1
3,768,Boston,Overcast,45,1
3,774,Boston,Scattered Clouds,39,1
3,776,Boston,Scattered Clouds,36,1
3,789,Boston,Overcast,59,1
3,791,Boston,Overcast,56,1
3,798,Boston,Clear,63,1
3,801,Boston,Clear,66,1
3,831,Boston,Scattered Clouds,59,1
3,837,Boston,Partly Cloudy,32,1
3,843,Boston,Overcast,45,1
3,848,Boston,Partly Cloudy,49,1
3,852,Boston,Partly Cloudy,55,1
3,859,Boston,Overcast,41,1
3,908,Boston,Overcast,66,1
3,961,Charlotte,Overcast,51,1
3,965,Charlotte,Scattered Clouds,41,1
3,997,Charlotte,Scattered Clouds,96,1
3,1000,Charlotte,Mostly Cloudy,100,1
3,1001,Charlotte,Mostly Cloudy,92,1
3,1011,Charlotte,Partly Cloudy,44,1
3,1074,Charlotte,Overcast,81,1
3,1080,Charlotte,Overcast,78,1
3,1083,Charlotte,Scattered Clouds,74,1
3,1084,Charlotte,Partly Cloudy,78,1
3,1086,Charlotte,Partly Cloudy,81,1
3,1107,Charlotte,Partly Cloudy,56,1
3,1113,Charlotte,Clear,70,1
3,1152,Charlotte,Mostly Cloudy,68,1
3,1154,Charlotte,Partly Cloudy,49,1
3,1166,Charlotte,Overcast,70,1
3,1183,Charlotte,Light Drizzle,93,1
3,1224,Charlotte,Overcast,96,1
3,1226,Charlotte,Overcast,93,1
3,1234,Charlotte,Fog,100,1
3,1237,Charlotte,Fog,100,1
3,1239,Charlotte,Fog,100,1
3,1240,Charlotte,Overcast,96,1
3,1286,Chicago,Mostly Cloudy,61,1
3,1288,Chicago,Mostly Cloudy,58,1
