0,entity,Domain,Conditions,Humidity,day
10,2,Austin,heavy rain,94,1
10,5,Austin,moderate rain,93,1
10,10,Austin,moderate rain,93,1
10,13,Austin,mostly cloudy,81,1
10,25,Austin,mostly cloudy,80,1
10,31,Austin,mostly cloudy,80,1
10,35,Austin,mostly cloudy,87,1
10,38,Austin,mostly cloudy,87,1
10,39,Austin,mostly cloudy,87,1
10,43,Austin,mostly cloudy,93,1
10,50,Austin,mostly cloudy,81,1
10,60,Austin,Overcast,85,1
10,91,Austin,clear sky,64,1
10,104,Austin,clear sky,80,1
10,112,Austin,clear sky,61,1
10,130,Austin,mostly cloudy,86,1
10,132,Austin,mostly cloudy,86,1
10,145,Austin,mostly cloudy,80,1
10,149,Austin,moderate rain,93,1
10,154,Austin,mostly cloudy,93,1
10,156,Austin,light rain,93,1
10,167,Austin,mostly cloudy,100,1
10,174,Austin,Fog;Mist,93,1
10,205,Austin,mostly cloudy,100,1
10,209,Austin,light rain,100,1
10,251,Austin,Fog;Mist,86,1
10,254,Austin,Fog;Mist,86,1
10,257,Austin,Overcast with Haze,80,1
10,259,Austin,mostly cloudy,77,1
10,273,Austin,light rain,87,1
10,275,Austin,light rain,93,1
10,280,Austin,light rain,93,1
10,302,Austin,Overcast,80,1
10,314,Austin,Light Rain Fog;Mist,93,1
10,315,Austin,Light Rain Fog;Mist,90,1
10,324,Baltimore,normal,38,1
10,342,Baltimore,normal,43,1
10,376,Baltimore,Fair,43,1
10,382,Baltimore,A Few Clouds,57,1
10,398,Baltimore,Overcast,40,1
10,407,Baltimore,normal,30,1
10,408,Baltimore,normal,33,1
10,428,Baltimore,normal,79,1
10,441,Baltimore,normal,73,1
10,462,Baltimore,normal,28,1
10,467,Baltimore,normal,34,1
10,483,Baltimore,normal,51,1
10,496,Baltimore,Mostly Cloudy,65,1
10,498,Baltimore,Partly Cloudy,60,1
10,517,Baltimore,normal,47,1
10,528,Baltimore,normal,74,1
10,535,Baltimore,normal,69,1
10,552,Baltimore,Mostly Cloudy,61,1
10,565,Baltimore,Overcast,75,1
10,600,Baltimore,normal,80,1
10,611,Baltimore,Light Snow,79,1
10,625,Baltimore,Fog;Mist,85,1
10,646,Boston,Clear,42,1
10,649,Boston,Sunny,38,1
10,655,Boston,Mostly Sunny,26,1
10,660,Boston,Partly Cloudy,32,1
10,669,Boston,Cloudy,40,1
10,671,Boston,Cloudy,44,1
10,673,Boston,Some Clouds,44,1
10,676,Boston,Clear,48,1
10,684,Boston,Partly Sunny,36,1
10,692,Boston,Mostly Clear,29,1
10,731,Boston,Clear,30,1
10,734,Boston,Clear,36,1
10,746,Boston,Partly Sunny,40,1
10,756,Boston,Cloudy,38,1
10,768,Boston,Cloudy,44,1
10,774,Boston,Partly Sunny,38,1
10,776,Boston,Partly Sunny,35,1
10,789,Boston,Cloudy,58,1
10,791,Boston,Cloudy,56,1
10,798,Boston,Clear,63,1
10,801,Boston,Clear,65,1
10,831,Boston,Partly Cloudy,60,1
10,837,Boston,Mostly Clear,31,1
10,843,Boston,Cloudy,44,1
10,848,Boston,Partly Cloudy,48,1
10,852,Boston,Partly Cloudy,54,1
10,859,Boston,Cloudy,41,1
10,908,Boston,Cloudy,66,1
10,961,Charlotte,clear sky,45,1
10,965,Charlotte,clear sky,44,1
10,997,Charlotte,clear sky,86,1
10,1000,Charlotte,clear sky,86,1
10,1001,Charlotte,clear sky,93,1
10,1011,Charlotte,clear sky,34,1
10,1074,Charlotte,mostly cloudy,80,1
10,1080,Charlotte,mostly cloudy,86,1
10,1083,Charlotte,mostly cloudy,86,1
10,1084,Charlotte,mostly cloudy,79,1
10,1086,Charlotte,mostly cloudy,73,1
10,1107,Charlotte,clear sky,47,1
10,1113,Charlotte,clear sky,87,1
10,1152,Charlotte,clear sky,56,1
10,1154,Charlotte,clear sky,34,1
10,1166,Charlotte,mostly cloudy,60,1
10,1183,Charlotte,mostly cloudy,93,1
10,1224,Charlotte,mostly cloudy,93,1
10,1226,Charlotte,mostly cloudy,93,1
10,1234,Charlotte,mostly cloudy,100,1
10,1237,Charlotte,mostly cloudy,93,1
10,1239,Charlotte,mostly cloudy,100,1
10,1240,Charlotte,mostly cloudy,100,1
10,1286,Chicago,mostly cloudy,51,1
10,1288,Chicago,mostly cloudy,55,1
10,1294,Chicago,mostly cloudy,49,1
10,1298,Chicago,mostly cloudy,62,1
10,1304,Chicago,clear sky,58,1
10,1308,Chicago,clear sky,62,1
10,1313,Chicago,mostly cloudy,67,1
10,1317,Chicago,mostly cloudy,62,1
10,1318,Chicago,mostly cloudy,62,1
10,1331,Chicago,mostly cloudy,55,1
10,1333,Chicago,A Few Clouds,60,1
10,1335,Chicago,Fair,65,1
10,1341,Chicago,Partly Cloudy,65,1
10,1342,Chicago,Partly Cloudy,65,1
10,1343,Chicago,A Few Clouds,68,1
10,1350,Chicago,Overcast,62,1
10,1365,Chicago,mostly cloudy,62,1
10,1388,Chicago,clear sky,58,1
10,1393,Chicago,clear sky,62,1
10,1403,Chicago,mostly cloudy,68,1
10,1406,Chicago,mostly cloudy,73,1
10,1411,Chicago,mostly cloudy,73,1
10,1416,Chicago,clear sky,79,1
10,1438,Chicago,clear sky,74,1
10,1440,Chicago,mostly cloudy,74,1
10,1450,Chicago,Overcast,72,1
10,1462,Chicago,Overcast with Haze,78,1
10,1468,Chicago,Overcast with Haze,78,1
10,1472,Chicago,clear sky,61,1
10,1486,Chicago,light snow,93,1
10,1503,Chicago,mostly cloudy,74,1
10,1507,Chicago,Overcast with Haze,63,1
10,1546,Chicago,mostly cloudy,80,1
10,1557,Chicago,mostly cloudy,79,1
10,1570,Chicago,Light Snow Fog;Mist,85,1
10,1573,Chicago,Light Snow,79,1
10,1583,Chicago,Overcast with Haze,81,1
10,1588,Chicago,Overcast with Haze,81,1
10,1611,Columbus,clear sky,56,1
10,1614,Columbus,clear sky,52,1
10,1631,Columbus,clear sky,73,1
10,1633,Columbus,clear sky,79,1
10,1641,Columbus,clear sky,86,1
10,1642,Columbus,clear sky,79,1
10,1646,Columbus,clear sky,63,1
10,1651,Columbus,clear sky,51,1
10,1686,Columbus,clear sky,61,1
10,1696,Columbus,clear sky,61,1
10,1703,Columbus,clear sky,67,1
10,1717,Columbus,clear sky,62,1
10,1723,Columbus,clear sky,78,1
10,1740,Columbus,clear sky,68,1
10,1745,Columbus,clear sky,50,1
10,1752,Columbus,mostly cloudy,80,1
10,1753,Columbus,mostly cloudy,80,1
10,1754,Columbus,mostly cloudy,80,1
10,1800,Columbus,clear sky,74,1
10,1871,Columbus,mostly cloudy,80,1
10,1874,Columbus,mostly cloudy,86,1
10,1926,Dallas,light rain,93,1
10,1940,Dallas,mostly cloudy,75,1
10,1959,Dallas,mostly cloudy,86,1
10,1961,Dallas,mostly cloudy,80,1
10,1963,Dallas,clear sky,75,1
10,1968,Dallas,mostly cloudy,66,1
10,1985,Dallas,Fog;Mist,88,1
10,1995,Dallas,Overcast with Haze,79,1
10,1999,Dallas,Overcast,68,1
10,2010,Dallas,mostly cloudy,74,1
10,2014,Dallas,mostly cloudy,80,1
10,2024,Dallas,mostly cloudy,80,1
10,2026,Dallas,mostly cloudy,74,1
10,2047,Dallas,mostly cloudy,80,1
10,2051,Dallas,mostly cloudy,86,1
10,2053,Dallas,mostly cloudy,86,1
10,2073,Dallas,mostly cloudy,76,1
10,2079,Dallas,mostly cloudy,87,1
10,2091,Dallas,Fog;Mist,83,1
10,2108,Dallas,Light Rain Fog;Mist,92,1
10,2110,Dallas,light rain,88,1
10,2111,Dallas,light rain,88,1
10,2112,Dallas,mostly cloudy,88,1
10,2115,Dallas,mostly cloudy,71,1
10,2120,Dallas,mostly cloudy,81,1
10,2121,Dallas,mostly cloudy,81,1
10,2152,Dallas,Overcast with Haze,83,1
10,2161,Dallas,Overcast with Haze,82,1
10,2175,Dallas,Partly Cloudy,57,1
10,2176,Dallas,Mostly Cloudy,54,1
10,2180,Dallas,mostly cloudy,62,1
10,2211,Dallas,Mostly Cloudy,61,1
10,2220,Dallas,Overcast,86,1
10,2223,Dallas,Mostly Cloudy,86,1
10,2226,Dallas,Overcast,82,1
10,2247,Denver,clear sky,86,1
10,2268,Denver,clear sky,68,1
10,2272,Denver,clear sky,73,1
10,2273,Denver,clear sky,73,1
10,2281,Denver,clear sky,49,1
10,2305,Denver,Fog;Mist,92,1
10,2309,Denver,A Few Clouds,69,1
10,2318,Denver,A Few Clouds,25,1
