4,14,10,9,8,673614,7,8,8,14,10,121827000,41,9040000000,21,9,16,1,4
4,14,10,9,8,679669,7,8,8,17,10,121827000,41,9040000000,19,9,16,2,1004
4,509,2941,2318,116,716185,2538,2372,9,2449,10,121827000,105,9030000000,19,9,16,3,2004
4,117,4327,2318,117,689043,3168,3046,1816,4135,12,121827000,1330,9120000000,19,9,16,4,3004
4,110,1488,4064,136,803549,3708,3617,2497,4719,4396,121827000,4384,,502,9,16,5,4004
4,563,3273,4783,141,758578,2871,4141,943,4719,2029,121827000,815,9220000000,140,9,16,6,5004
4,360,7154,5397,421,998271,4737,4620,3136,4719,2029,121827000,3128,8980000000,140,9,16,7,6004
4,182,3995,5934,5,590261,5250,776,4109,4719,2029,121827000,4829,8980000000,21,9,16,8,7004
4,509,3648,6350,106,561065,5723,5618,4523,4719,2029,121827000,1388,8990000000,21,9,16,9,8004
4,821,7625,6686,538,658427,129,5929,2165,4719,2029,121827000,302,8890000000,21,9,16,10,9004
4,399,8156,7049,55,658898,5631,6449,5293,4719,2029,121827000,280,8920000000,364,9,16,11,10004
4,358,1504,6326,510,775672,6705,6378,5599,4719,2029,121827000,278,8770000000,21,9,16,12,11004
4,381,3498,7603,150,675983,6986,6107,951,4719,2029,121827000,1388,8990000000,18,9,16,13,12004
4,128,10862,7885,335,441361,7258,7119,4236,4719,2029,121827000,525,8870000000,21,9,16,14,13004
4,163,5842,7208,319,545843,3331,7329,6496,4719,2029,121827000,3083,9080000000,364,9,16,15,14004
4,109,5916,7592,334,422794,7702,7516,,4719,2029,121827000,1823,8960000000,19,9,16,16,15004
4,11,7155,8512,47,842725,7355,5147,3623,4719,2029,121827000,4829,8980000000,21,9,16,17,16004
4,328,2881,8713,872,1280168,8058,4737,6213,4719,2029,,3474,,21,9,16,18,17004
4,514,9568,4497,726,948145,7090,8016,7321,4719,2029,,4237,,547,9,1041,19,18004
4,492,7108,9036,467,557095,4602,8156,7485,4719,2029,122080000,,,165,9,1041,20,19004
4,529,4411,7605,327,745490,8496,6513,6089,4719,2029,122080000,1138,8190000000,162,9,1041,21,20004
27,87,77,79,38,2300895,57,60,56,104,74,175930000,,,,,98,1,27
27,87,77,79,38,2350000,57,60,56,104,73,175930000,,9820000000,,,98,2,1027
27,419,2973,2344,347,1078097,2557,2019,57,104,73,175930000,3571,,,,98,3,2027
27,569,4356,3355,199,2034274,3179,3061,1833,104,73,175930000,3261,,,,98,4,3027
27,484,5449,4084,175,1475960,3721,3629,2510,4727,73,175930000,42,9992477000,,,98,5,4027
27,374,825,4797,266,1290219,4255,548,831,4727,73,175930000,4829,,,,98,6,5027
27,141,4895,670,505,1510000,4752,4631,484,4727,73,175930000,,,,,98,7,6027
27,87,5876,5944,371,1488251,5261,3313,4117,4727,73,175930000,,,,,98,8,7027
27,435,2096,2822,104,1640000,5730,5627,4529,4727,73,175930000,1104,,,,98,9,8027
27,334,7876,6693,564,1620000,5837,5526,4935,4727,73,175930000,3138,,,,98,10,9027
27,171,8024,7053,6,1451078,5280,6407,4692,4727,73,175930000,2049,9260000000,,,98,11,10027
27,105,9906,5820,526,1510000,4730,6709,4646,4727,73,175930000,3577,,,,98,12,11027
27,448,4775,1140,30,2230000,3347,1224,5899,4727,73,175930000,2922,,,,98,13,12027
27,640,7136,311,917,1010000,6087,7125,6216,4727,73,175930000,3561,,,,98,14,13027
27,606,161,3320,78,,7506,7333,5389,4727,73,175930000,3908,,,,98,15,14027
27,291,428,1937,109,1200196,3117,5710,3044,4727,73,175930000,2173,,,,98,16,15027
27,361,9167,8555,627,2170000,4367,2422,267,4727,73,175930000,1523,,,,98,17,16027
27,171,7162,1780,5,2103122,1554,809,5412,4727,73,175930000,2914,8980000000,,,98,18,17027
27,433,6328,5554,413,3535212,6405,6900,759,4727,73,175930000,,,,,98,19,18027
27,671,3092,6215,886,8840000,5829,8158,4056,4727,73,175930000,1071,,,,98,20,19027
27,720,9064,5807,893,5410000,493,5290,6767,4727,73,,376,,,,98,21,20027
29,91,86,85,38,12030000,63,64,60,113,80,1670000000,304,96630000000,85,40,140,1,29
29,91,86,85,38,12142000,63,64,60,113,82,1670000000,304,96630000000,84,40,140,2,1029
29,75,2978,2348,82,10720000,89,2393,61,113,1459,1670000000,36,97070000000,84,40,140,3,2029
29,406,4363,2365,105,11120000,3181,3063,1835,113,82,1670000000,4782,98000000000,80,40,140,4,3029
29,116,4133,4086,105,12540000,3723,3632,2512,113,82,1670000000,1600,98940000000,77,40,140,5,4029
29,33,6393,4800,12,12320000,4257,4155,3158,113,2152,1670000000,2421,99100000000,304,40,140,6,5029
29,41,7166,5414,349,12724590,4754,4632,3159,113,4402,1670000000,2979,97230000000,304,40,140,7,6029
29,274,7850,5155,825,22960000,1207,5182,4119,113,4662,1670000000,2198,94360000000,80,40,140,8,7029
29,154,3493,2411,293,17930000,5731,5629,1601,113,2379,1670000000,1928,93640000000,,40,140,9,8029
29,302,823,5065,415,18990000,5447,5939,2079,113,2326,1670000000,2839,91690000000,,40,140,10,9029
29,200,3210,967,14,17540000,6047,538,5299,113,2326,1670000000,87,91760000000,200,40,140,11,10029
29,374,3032,5861,49,,6711,4388,4353,113,2326,1670000000,3670,92290000000,347,40,140,12,11029
29,156,10435,4698,217,14528996,6994,6916,5901,113,2326,1670000000,6411,,347,40,140,13,12029
29,260,9183,6144,49,,7263,7126,,113,2326,1670000000,4768,,85,40,140,14,13029
29,414,8568,7609,427,,1475,6916,5420,113,2251,1670000000,,95050000000,78,40,928,15,14029
29,427,6960,5430,120,13530000,3744,7519,6502,113,2487,,,,78,40,928,16,15029
29,258,7428,8556,430,,7911,2304,83,113,2487,,,94850000000,78,40,928,17,16029
29,279,7852,7822,129,9830000,8063,7878,4264,113,2487,1680000000,,,85,40,928,18,17029
29,799,3692,7609,421,,2393,6924,4820,113,2487,1680000000,,,345,40,928,19,18029
