22_2,5.400235618
25_2,5
27_2,4.941355792
28_2,4.872858177
32_2,5.440694411
33_2,5.36681041
39_2,4.550148483
40_2,5.057868627
41_2,4.753762385
62_2,15.10743823
88_2,1.863241398
103_2,5.441076343
128_2,6.508493947
132_2,5.165395001
133_2,7.481648931
168_2,2.071719452
171_2,2.019846024
186_2,4.975943294
190_2,4.874532936
193_2,4.805533954
22_1,5
25_1,2
27_1,5
28_1,5
32_1,2
33_1,2
39_1,2
40_1,2
41_1,5
62_1,2
88_1,4
103_1,5
128_1,2
132_1,2
133_1,8
168_1,2
171_1,2
186_1,5
190_1,2
193_1,2
22_3,2
25_3,5
27_3,5
28_3,2
32_3,2
33_3,2
39_3,2
40_3,5
41_3,5
62_3,14
88_3,2
103_3,2
128_3,2
132_3,5
133_3,2
168_3,4
171_3,2
186_3,5
190_3,5
193_3,5
22_4,5
25_4,2
27_4,2
28_4,2
32_4,2
33_4,2
39_4,2
40_4,2
41_4,2
62_4,2
88_4,2
103_4,5
128_4,6
132_4,2
133_4,8
168_4,4
171_4,2
186_4,2
190_4,5
193_4,2
22_5,2
25_5,2
27_5,2
28_5,5
32_5,2
33_5,2
39_5,5
40_5,2
41_5,5
62_5,14
88_5,2
103_5,5
128_5,6
132_5,2
133_5,8
168_5,2
171_5,2
186_5,2
190_5,2
193_5,5
