22_2,5.083093739
25_2,5
27_2,4.941355792
28_2,4.956908763
32_2,5.440694411
33_2,5.17804823
39_2,4.550148483
40_2,4.819695583
41_2,4.753762385
62_2,15.24549792
88_2,2.154737621
103_2,5.441076343
128_2,5.560469812
132_2,5.165395001
133_2,8.006460399
168_2,1.914709505
171_2,1.882792081
186_2,4.975943294
190_2,4.96169952
193_2,4.805533954
22_1,5
25_1,2
27_1,2
28_1,5
32_1,2
33_1,2
39_1,2
40_1,5
41_1,5
62_1,14
88_1,2
103_1,5
128_1,6
132_1,5
133_1,2
168_1,2
171_1,4
186_1,5
190_1,5
193_1,2
22_3,2
25_3,5
27_3,5
28_3,2
32_3,5
33_3,2
39_3,2
40_3,5
41_3,2
62_3,14
88_3,4
103_3,5
128_3,6
132_3,2
133_3,2
168_3,4
171_3,4
186_3,2
190_3,5
193_3,5
22_4,5
25_4,5
27_4,2
28_4,5
32_4,5
33_4,1
39_4,5
40_4,2
41_4,2
62_4,2
88_4,4
103_4,5
128_4,6
132_4,2
133_4,8
168_4,4
171_4,4
186_4,5
190_4,5
193_4,5
22_5,2
25_5,5
27_5,2
28_5,2
32_5,2
33_5,1
39_5,2
40_5,5
41_5,5
62_5,2
88_5,2
103_5,5
128_5,6
132_5,5
133_5,8
168_5,2
171_5,4
186_5,2
190_5,2
193_5,5
