22_2,5:04
25_2,16:10
27_2,16:09
28_2,16:09
32_2,16:09
33_2,16:10
39_2,16:09
40_2,16:09
41_2,16:09
62_2,16:10
88_2,16:08
103_2,16:09
128_2,16:10
132_2,16:09
133_2,16:09
168_2,16:09
171_2,16:09
186_2,16:09
190_2,16:09
193_2,16:10
22_1,5:04
25_1,16:10
27_1,16:09
28_1,16:09
32_1,16:09
33_1,16:09
39_1,16:09
40_1,16:09
41_1,16:09
62_1,16:10
88_1,16:09
103_1,16:09
128_1,16:10
132_1,21:09
133_1,16:09
168_1,16:09
171_1,16:09
186_1,16:10
190_1,16:09
193_1,16:09
22_3,5:04
25_3,16:09
27_3,16:09
28_3,16:09
32_3,16:10
33_3,16:10
39_3,16:09
40_3,16:09
41_3,16:08
62_3,16:09
88_3,16:09
103_3,16:09
128_3,16:11
132_3,21:09
133_3,16:09
168_3,16:10
171_3,16:10
186_3,16:09
190_3,16:09
193_3,16:08
22_4,5:04
25_4,16:09
27_4,16:09
28_4,16:10
32_4,16:10
33_4,16:09
39_4,16:08
40_4,16:09
41_4,16:09
62_4,16:09
88_4,16:08
103_4,16:09
128_4,16:11
132_4,21:09
133_4,16:09
168_4,16:10
171_4,16:10
186_4,16:10
190_4,16:08
193_4,16:10
22_5,5:04
25_5,16:10
27_5,16:09
28_5,16:09
32_5,16:10
33_5,16:10
39_5,16:09
40_5,16:10
41_5,16:08
62_5,16:09
88_5,16:09
103_5,16:09
128_5,16:10
132_5,16:09
133_5,16:09
168_5,16:10
171_5,16:10
186_5,16:09
190_5,16:09
193_5,16:10
