22_2,44.53785537
25_2,55.9
27_2,50.57930786
28_2,49.6731007
32_2,64.81924765
33_2,61.53001296
39_2,63.66514511
40_2,74.99737969
41_2,70.21406467
62_2,60.88332386
88_2,59.81607704
103_2,53.4889547
128_2,26.02481999
132_2,76.08221133
133_2,87.97896668
168_2,69.82179407
171_2,62.00247127
186_2,61.23157721
190_2,64.41553641
193_2,61.80027728
22_1,0
25_1,55.9
27_1,0
28_1,54.6
32_1,0
33_1,0
39_1,68.6
40_1,68.6
41_1,0
62_1,0
88_1,0
103_1,49.5
128_1,0
132_1,73.7
133_1,0
168_1,0
171_1,68.6
186_1,55.9
190_1,68.6
193_1,0
22_3,48.3
25_3,0
27_3,0
28_3,0
32_3,61
33_3,0
39_3,68.6
40_3,68.6
41_3,0
62_3,61
88_3,61
103_3,0
128_3,61
132_3,0
133_3,0
168_3,68.6
171_3,0
186_3,55.9
190_3,0
193_3,0
22_4,48.3
25_4,0
27_4,0
28_4,0
32_4,0
33_4,0
39_4,68.6
40_4,0
41_4,0
62_4,61
88_4,61
103_4,49.5
128_4,61
132_4,73.7
133_4,80
168_4,68.6
171_4,68.6
186_4,55.9
190_4,0
193_4,58.4
22_5,48.3
25_5,55.9
27_5,0
28_5,0
32_5,0
33_5,61
39_5,68.6
40_5,0
41_5,68.6
62_5,0
88_5,0
103_5,0
128_5,0
132_5,73.7
133_5,80
168_5,0
171_5,68.6
186_5,0
190_5,0
193_5,0
