22_2,5.083093739
25_2,4.678791561
27_2,4.941355792
28_2,4.956908763
32_2,5.440694411
33_2,5.36681041
39_2,3.568469119
40_2,5.057868627
41_2,4.753762385
62_2,15.24549792
88_2,1.863241398
103_2,5.441076343
128_2,6.508493947
132_2,5.165395001
133_2,7.481648931
168_2,2.071719452
171_2,2.019846024
186_2,4.681169719
190_2,4.96169952
193_2,5.44966093
22_1,2
25_1,5
27_1,5
28_1,2
32_1,5
33_1,1
39_1,5
40_1,5
41_1,2
62_1,2
88_1,2
103_1,2
128_1,6
132_1,2
133_1,2
168_1,2
171_1,4
186_1,2
190_1,5
193_1,2
22_3,5
25_3,5
27_3,2
28_3,2
32_3,2
33_3,2
39_3,2
40_3,5
41_3,5
62_3,14
88_3,4
103_3,5
128_3,6
132_3,5
133_3,2
168_3,2
171_3,4
186_3,2
190_3,2
193_3,2
22_4,2
25_4,5
27_4,5
28_4,5
32_4,5
33_4,2
39_4,2
40_4,5
41_4,2
62_4,2
88_4,4
103_4,5
128_4,6
132_4,2
133_4,2
168_4,2
171_4,4
186_4,2
190_4,2
193_4,5
22_5,5
25_5,2
27_5,2
28_5,2
32_5,5
33_5,1
39_5,2
40_5,5
41_5,2
62_5,14
88_5,4
103_5,5
128_5,6
132_5,2
133_5,8
168_5,4
171_5,4
186_5,5
190_5,5
193_5,5
