sample,change%,last_trade_price,open_price,volumn,today_high,today_low,previous_close,52wk_H,52wk_L
4,11,7155,8512,841721,7355,5147,3623,4719,2029
27,956,9167,8555,2134956,4367,2422,267,4727,73
29,492,7428,8556,11269757,7911,2304,83,113,2487
37,617,9852,259,14140542,7913,7711,3528,143,111
38,160,11199,6773,973517,2507,7712,6945,146,8026
48,473,8624,6705,288916,7916,7715,6512,183,148
76,826,7196,655,8895870,6028,5665,5420,292,229
79,232,5749,4193,32117006,4559,1751,5178,303,237
88,340,11075,3919,1588274,6049,5987,6953,341,261
100,639,668,3027,1788796,1082,2134,6955,398,306
102,577,7152,3795,4480078,5671,5901,6957,406,6197
110,1140,11033,7227,4040586,4748,6965,6959,439,504
112,61,9237,5082,1526711,7926,5068,3000,444,2514
121,789,11825,8568,1461442,6309,7722,6960,477,364
123,370,7664,8569,1612091,2804,1477,6962,484,369
148,772,2562,4126,1945208,2712,5762,440,569,439
152,623,127,4427,577301,6217,2454,6972,342,450
168,208,11840,8578,5350357,7933,7729,6977,6197,491
171,509,2772,4752,5000870,4083,7732,3310,3638,498
177,912,865,3344,3707696,1088,2801,1333,674,3690
181,1078,11849,8581,1266258,7934,7735,6980,690,532
201,679,544,7961,2929882,6962,7740,6986,756,594
205,529,2796,2439,40476698,6203,4741,1218,770,607
209,215,3721,1407,107436284,6279,5156,3028,785,622
214,154,6603,969,1678964,1477,6286,6990,804,7393
216,135,11065,7222,4888477,4212,7741,2346,811,396
240,10,11860,8597,1884994,7943,1966,6997,7220,4030
267,880,6036,2126,2249208,3661,3288,5411,986,765
279,856,8222,2308,327805,6789,7375,6855,4812,2569
290,485,11870,4435,961666,7948,7759,7011,1067,2591
291,183,6312,6115,3675988,7949,7760,7012,1070,8120
295,925,6749,3794,1093980,2876,7761,7013,4326,847
322,499,9395,7557,548620,7955,1801,1849,1172,480
325,261,11879,4158,1037294,4415,6002,7021,1182,7493
359,110,11895,8612,20534786,1166,7773,7025,7550,1010
362,509,11897,8614,3106277,7958,7774,7026,1300,2612
383,717,8944,8618,1376582,7962,7777,7030,1374,1071
407,1040,6194,1829,1230634,411,6039,1205,1450,1132
423,592,11907,7962,1291172,3855,7785,7036,5246,2633
462,292,3109,3039,1652189,5692,5134,5885,1629,1265
464,320,5408,7931,1270646,1612,5190,6489,1473,1270
466,482,11700,4674,852290,7122,4459,4238,4865,4737
470,431,639,1774,3323145,806,6364,7047,1657,1286
500,261,7287,6844,710063,7979,6697,7053,2545,6440
502,129,1953,6382,2217094,6064,7769,7054,6246,1060
507,227,2255,1534,6360175,7417,2867,4422,5277,2040
516,485,6006,8013,2380478,4650,6251,7055,1805,2665
529,490,9655,510,3543088,3038,6600,3156,2114,1842
546,1040,2125,1283,2373246,1778,6125,3941,1894,1478
549,29,4887,7102,16525472,3985,4336,1408,1418,1485
554,796,5938,6100,20641910,1630,3892,6276,1917,1076
555,789,3952,8640,770345,7984,7801,7061,2136,1501
556,610,821,5944,2901703,1074,3347,5264,1923,1504
562,293,3155,4147,4652209,5672,6814,5601,1942,1516
580,468,4040,8645,5153932,7663,7806,7068,1971,476
591,563,3139,2600,8643062,460,5938,4435,1439,1592
627,838,2719,1883,16253471,5181,2287,2196,2136,101
632,836,11957,8652,3207401,8004,7815,7079,7614,1703
641,217,4209,306,14875340,805,127,2088,7516,1318
643,1300,3968,2900,7186142,2901,6233,4237,1087,1726
670,755,2818,2921,24532116,4464,2727,2456,2282,647
671,1040,1122,8660,726180,6953,148,7088,2286,1793
696,562,2568,844,21293074,757,635,5647,797,2731
700,912,4424,4291,2266546,1018,790,1417,2380,1892
707,499,8829,6637,2342263,5157,3130,596,2404,1881
748,411,2295,2640,2015602,708,965,5642,2217,2750
759,504,11991,8676,1578713,2873,7835,2192,2558,2754
760,270,2396,7527,18114355,8017,1547,3238,2562,1999
768,1046,9357,8677,1451273,8018,2198,7105,2582,2017
776,292,6456,4907,3508136,403,1911,165,2607,2148
792,887,9851,6258,1104621,6240,3290,6584,2655,1551
803,480,11995,8680,1075139,8023,7842,7111,7401,2773
806,390,12003,8682,380526,8024,7843,7114,7866,2101
813,736,24,4647,2344228,3082,5469,7115,2716,2778
825,804,7137,4304,3314303,5636,1579,5814,4984,117
829,468,2324,7432,5064730,8026,7844,1453,6367,8311
835,291,2611,4337,13462570,3285,2382,31,797,1859
838,615,1401,6978,10676929,3535,344,1112,2794,279
848,504,6393,8689,1034144,8030,5551,7124,4988,480
849,215,4835,5118,7646922,3459,3166,6452,2828,381
861,862,2580,2133,16541457,1753,7850,5628,2856,1125
863,684,769,1627,6025939,441,1350,3789,2860,500
877,13,3877,7,11603113,538,5118,632,2902,967
888,320,7820,3891,3133754,7885,3112,7129,2932,1575
895,424,7310,8696,2903042,8041,7856,4501,2954,2225
913,377,5878,2269,1745437,2749,3506,82,3002,2304
922,616,2394,4868,5023618,433,1538,2115,3034,2323
940,377,10923,7541,829977,8048,7862,5652,3087,2828
949,435,161,4077,1301396,1510,1581,4160,3116,2368
959,908,191,2902,2417886,2166,4084,173,2267,1170
960,101,12040,8703,9953865,8051,7867,7142,3154,6692
968,1256,3919,2015,8915110,3843,228,6442,3178,2410
970,350,138,226,8844735,2228,3981,132,233,2023
976,496,12050,8708,447917,8055,7870,7149,3199,8354
980,1100,7099,1220,5181515,6415,1980,6360,3207,2522
981,615,8102,861,1664222,5827,5477,6209,3210,2440
984,80,8178,4051,2844953,3579,3112,4139,6408,2854
988,171,8183,8709,800039,5680,6475,4061,3232,1136
989,406,3523,934,10054613,541,5670,3577,731,8360
998,643,12063,6699,281832,8057,7874,7155,3257,2861
