1,4,11,7155,8512,842725,7355,5147,,,,,,
1,27,956,9167,8555,2169090,4367,2422,,,,,,
1,29,492,7428,8556,11289682,7911,2304,,,,,,
1,37,617,9852,259,14150590,7913,7711,,,,,,
1,38,159,6185,6773,1007462,2507,7712,,,,,,
1,48,473,8624,6705,289716,7916,7715,,,,,,
1,76,492,3303,655,9117919,6038,5665,,,,,,
1,79,1016,2907,4193,33729068,4559,1751,,,,,,
1,88,31,8995,3919,1631772,6049,5987,,,,,,
1,100,639,668,3027,1790396,1082,2134,,,,,,
1,102,577,7152,3795,4484278,5671,5901,,,,,,
1,110,1140,11033,7227,4045886,4748,6965,,,,,,
1,112,61,9237,5082,1528564,7926,5068,,,,,,
1,121,789,11825,8568,1462991,6309,7722,,,,,,
1,123,370,7664,8569,1614551,2804,1477,,,,,,
1,148,772,2562,4126,1945208,2712,5762,,,,,,
1,152,623,127,4427,578201,6217,2454,,,,,,
1,168,208,11840,8578,5821033,7933,7729,,,,,,
1,171,509,2772,4752,5004225,1995,6868,,,,,,
1,177,912,865,3344,3710196,1088,2801,,,,,,
1,181,1078,11849,8581,1269958,7934,7735,,,,,,
1,201,836,7803,7961,3050064,6962,7740,,,,,,
1,205,529,2796,2439,40512137,6203,4741,,,,,,
1,209,215,3721,1407,107491136,6279,5156,,,,,,
1,214,428,6602,969,1742119,1477,6286,,,,,,
1,216,135,11065,7222,4909721,4212,7741,,,,,,
1,240,668,11040,8597,1896469,7943,1966,,,,,,
1,267,880,6036,2126,2254538,3661,3288,,,,,,
1,279,856,8222,2308,329218,6789,7375,,,,,,
1,290,485,11870,4435,962566,7948,7759,,,,,,
1,291,183,6312,6115,3724003,7949,7760,,,,,,
1,295,925,6749,3794,1094791,2876,7761,,,,,,
1,322,499,9395,7557,586170,7955,1801,,,,,,
1,325,498,4844,4158,1139088,4415,6002,,,,,,
1,359,109,11889,8612,20932604,1166,7773,,,,,,
1,362,509,11897,8614,3110096,7958,7774,,,,,,
1,383,717,8944,8618,1378584,7962,7777,,,,,,
1,407,1040,6194,1829,1233834,411,6039,,,,,,
1,423,592,11907,7962,1293781,3855,7785,,,,,,
1,462,292,3109,3039,1655488,5692,5134,,,,,,
1,464,373,2390,7931,1300101,1612,5190,,,,,,
1,466,7,3123,4674,994022,7122,4459,,,,,,
1,470,411,11330,1774,3551862,806,6364,,,,,,
1,500,261,7287,6844,711063,7979,6697,,,,,,
1,502,129,1953,6382,2226543,6064,7769,,,,,,
1,507,227,2255,1534,6431427,7417,2867,,,,,,
1,516,485,6006,8013,2383078,4650,6251,,,,,,
1,529,490,9655,510,3546140,3038,6600,,,,,,
1,546,1040,2125,1283,2377846,1778,6125,,,,,,
1,549,245,4888,7102,16641094,3985,2887,,,,,,
1,554,796,5938,6100,20663482,1630,3892,,,,,,
1,555,789,3952,8640,773072,7984,7801,,,,,,
1,556,748,3209,5944,3155597,1074,3347,,,,,,
1,562,216,4306,4147,4785854,5672,6814,,,,,,
1,580,468,4040,8645,5157587,7663,7806,,,,,,
1,591,563,3139,2600,8654632,460,5938,,,,,,
1,627,838,2719,1883,16259324,5181,2287,,,,,,
1,632,471,11956,8652,3324830,8004,7815,,,,,,
1,641,217,4209,306,15198026,805,127,,,,,,
1,643,1300,3968,2900,7187142,2901,6233,,,,,,
1,670,755,2818,2921,24647158,4464,2727,,,,,,
1,671,1040,1122,8660,782600,6953,148,,,,,,
1,696,562,2568,844,21300097,757,635,,,,,,
1,700,912,4424,4291,2322127,1018,790,,,,,,
1,707,610,9396,6637,2428763,5157,3130,,,,,,
1,748,411,2295,2640,2020452,708,965,,,,,,
1,759,261,4690,8676,1682646,2873,7835,,,,,,
1,760,270,2396,7527,19070300,8017,1547,,,,,,
1,768,835,4935,8677,1615683,8018,2198,,,,,,
1,776,292,6456,4907,3543335,403,1911,,,,,,
1,792,887,9851,6258,1104821,6240,3290,,,,,,
1,803,480,11995,8680,1077639,8023,7842,,,,,,
1,806,390,12003,8682,381226,8024,7843,,,,,,
1,813,736,24,4647,2367318,3082,5469,,,,,,
1,825,804,7137,4304,3319460,5636,1579,,,,,,
1,829,468,2324,7432,5074531,8026,7844,,,,,,
1,835,291,2611,4337,13465430,3285,2382,,,,,,
1,838,615,1401,6978,11032083,3535,344,,,,,,
1,848,504,6393,8689,1214999,5477,5551,,,,,,
1,849,135,6886,5118,8397588,3459,3166,,,,,,
1,861,862,2580,2133,16593203,1753,7850,,,,,,
1,863,684,769,1627,6030303,441,1350,,,,,,
1,877,480,846,7,12021588,538,5118,,,,,,
